AgentID,AgentLiquidity,TokenID,DeltaSupply,TokenCurrentBuyPrice,TokenCurrentSellPrice,TokenCurrentSupply,TransactionType,SimulationMonth
1,2254.26460480193,1,0.780891330084269,1.56178266016854,1.56178266016854,0.780891330084269,buy,1
1,2252.49773195664,1,0.366514617048652,2.29481189426584,2.29481189426584,1.14740594713292,buy,1
1,2252.26461833989,4,0.305361174186861,0.610722348373722,0.610722348373722,0.305361174186861,buy,1
1,2245.97768207796,1,0.809968547512956,3.91474898929175,3.91474898929175,1.95737449464588,buy,1
1,2248.40438395471,1,0.772210777881941,2.37032743352787,2.37032743352787,1.18516371676394,sell,1
1,2248.85272962708,1,0.207274478064096,1.95577847739968,1.95577847739968,0.97788923869984,sell,1
1,2249.22998349697,1,0.216959877142146,1.52185872311539,1.52185872311539,0.760929361557694,sell,1
1,2249.20691117898,17,0.0960673055414328,0.192134611082866,0.192134611082866,0.0960673055414328,buy,1
1,2248.8204341268,11,0.393180392278817,0.786360784557634,0.786360784557634,0.393180392278817,buy,1
1,2248.89999934086,4,0.188398647549518,0.233925053274686,0.233925053274686,0.116962526637343,sell,1
1,2248.98506918879,11,0.12951209129481,0.527336601968013,0.527336601968013,0.263668300984006,sell,1
1,2249.05078775983,11,0.325331920001231,-0.12332723803445,-0.12332723803445,-0.0616636190172248,sell,1
5,4926.42600149146,11,0.706392853104194,1.28945846817394,1.28945846817394,0.644729234086969,buy,1
1,2248.08759826581,12,0.620705886557113,1.24141177311423,1.24141177311423,0.620705886557113,buy,1
1,2248.08955178977,4,0.00867259785923719,0.216579857556212,0.216579857556212,0.108289928778106,sell,1
1,2248.09263077426,17,0.0176457351585564,0.156843140765753,0.156843140765753,0.0784215703828764,sell,1
1,2247.71643340961,3,0.387916158290125,0.77583231658025,0.77583231658025,0.387916158290125,buy,1
1,2248.06161120882,11,0.379214665614117,0.531029136945706,0.531029136945706,0.265514568472853,sell,1
1,2247.49740951305,9,0.475058605129302,0.950117210258603,0.950117210258603,0.475058605129302,buy,1
1,2247.52470963572,12,0.0223952022638,1.19662136858663,1.19662136858663,0.598310684293313,sell,1
1,2247.6741218221,3,0.355254874086967,0.0653225684063163,0.0653225684063163,0.0326612842031582,sell,1
1,2246.13532414562,17,0.710038329226092,1.57691979921794,1.57691979921794,0.788459899608968,buy,1
1,2246.12639708721,4,0.252004114176297,-0.287428370796382,-0.287428370796382,-0.143714185398191,sell,1
1,2246.27268354287,9,0.193288800775865,0.563539608706872,0.563539608706872,0.281769804353436,sell,1
2,4305.74837900664,4,0.248258740178765,0.209089109561148,0.209089109561148,0.104544554780574,buy,1
1,2246.21241969207,3,0.280311461443519,-0.495300354480722,-0.495300354480722,-0.247650177240361,sell,1
5,4926.38558801946,11,0.598548287598119,-0.666067438250532,-0.666067438250532,-0.333033719125266,sell,1
1,2246.27414321118,17,0.0401648413719594,1.49659011647402,1.49659011647402,0.748295058237009,sell,1
2,4306.00429068779,11,0.425482546113997,0.184897653977462,0.184897653977462,0.0924488269887309,buy,1
1,2246.50051012126,12,0.235531460989265,0.725558446608095,0.725558446608095,0.362779223304048,sell,1
5,4926.51498709392,3,0.345481565362437,0.195662776244152,0.195662776244152,0.097831388122076,buy,1
1,2246.48333533546,3,0.261372717159177,-0.327082658074203,-0.327082658074203,-0.163541329037101,sell,1
2,4305.94303482603,3,0.389921785363533,0.452760912652863,0.452760912652863,0.226380456326432,buy,1
1,2245.29375891911,16,0.689804730730903,1.37960946146181,1.37960946146181,0.689804730730903,buy,1
1,2244.94259453816,12,0.1588284043656,1.04321525533929,1.04321525533929,0.521607627669647,buy,1
1,2244.99735797516,9,0.43871178612826,-0.313883963549648,-0.313883963549648,-0.156941981774824,sell,1
1,2244.04069256927,5,0.618600163558256,1.23720032711651,1.23720032711651,0.618600163558256,buy,1
5,4926.55185349799,3,0.106456701649841,0.239847509353182,0.239847509353182,0.119923754676591,sell,1
1,2244.03877137193,3,0.247606581570013,-0.255365653786844,-0.255365653786844,-0.127682826893422,sell,1
5,4925.89273337044,9,0.693858024246134,1.07383208494262,1.07383208494262,0.53691604247131,buy,1
25,5056.89625918672,3,0.772205486469807,1.28904531915277,1.28904531915277,0.644522659576385,buy,2
16,2235.00671274948,16,0.111319946928178,1.60224935531816,1.60224935531816,0.801124677659081,buy,2
13,1606.21030790793,15,0.924223893843405,1.84844778768681,1.84844778768681,0.924223893843405,buy,2
27,1738.45271933033,15,0.173823303271687,2.19609439423018,2.19609439423018,1.09804719711509,buy,2
14,1417.69896315509,20,0.692759546352029,1.38551909270406,1.38551909270406,0.692759546352029,buy,2
16,2231.04712610816,17,0.715870284444473,2.92833068536296,2.92833068536296,1.46416534268148,buy,2
19,2361.67712298016,18,0.0973078965684017,0.194615793136803,0.194615793136803,0.0973078965684017,buy,2
19,2361.63094739649,8,0.135905237099748,0.271810474199496,0.271810474199496,0.135905237099748,buy,2
1,2244.22942505751,3,0.170438518183841,0.948168282785089,0.948168282785089,0.474084141392545,sell,2
29,2016.24924649057,15,0.723678602259686,3.64345159874956,3.64345159874956,1.82172579937478,buy,2
15,2174.01857745714,13,0.472474506564805,0.94494901312961,0.94494901312961,0.472474506564805,buy,2
16,2229.06379218723,12,0.510578443548235,2.06437214243576,2.06437214243576,1.03218607121788,buy,2
19,2361.63251298432,18,0.00840773402495655,0.17780032508689,0.17780032508689,0.0889001625434451,sell,2
16,2225.46774570309,20,0.692279941430555,2.77007897556517,2.77007897556517,1.38503948778258,buy,2
